"DISH","DISH Network Corporation","15984584195.23","Consumer Services","Television Services"
"DITC","Ditech Networks, Inc.","38728746.72","Public Utilities","Telecommunications Equipment"
"DLHC","DLH Holdings Corp.","10236272.2","Technology","Professional Services"
"DNBF","DNB Financial Corp","42347151.6","Finance","Major Banks"
"DLTR","Dollar Tree, Inc.","9017239253.4","Consumer Services","Department/Specialty Retail Stores"
"DGICA","Donegal Group, Inc.","331988272","Finance","Property-Casualty Insurers"
"DGICB","Donegal Group, Inc.","475807129.6","Finance","Property-Casualty Insurers"
"DMLP","Dorchester Minerals, L.P.","702498045.331","Energy","Oil & Gas Production"
"DORM","Dorman Products, Inc.","1077486235.2","Capital Goods","Auto Parts:O.E.M."
"HILL","Dot Hill Systems Corporation","57046331.16","Technology","Electronic Components"
"DBLE","Double Eagle Petroleum Company","60553514","Energy","Oil & Gas Production"
"DBLEP","Double Eagle Petroleum Company","41711075","Energy","Oil & Gas Production"
"DOVR","Dover Saddlery, Inc.","21064315.1","Consumer Services","Other Specialty Stores"
"DRWI","DragonWave Inc","93902985.41","Public Utilities","Telecommunications Equipment"
"DWA","Dreamworks Animation SKG, Inc.","1751964896.22","Consumer Services","Movies/Entertainment"
"DRYS","DryShips Inc.","982685329.5","Transportation","Marine Transportation"
"DSPG","DSP Group, Inc.","117791978.9424","Technology","Semiconductors"
"DTSI","DTS, Inc.","406146911","Miscellaneous","Multi-Sector Companies"
"DNKN","Dunkin&#39; Brands Group, Inc.","3410848073.59","Consumer Services","Restaurants"
"DRTX","Durata Therapeutics, Inc.","157113765.45","Consumer Durables","Major Pharmaceuticals"
"DRRX","Durect Corporation","128858937.27","Consumer Durables","Major Pharmaceuticals"
"DUSA","DUSA Pharmaceuticals, Inc.","159006410.88","Consumer Durables","Major Pharmaceuticals"
"DXPE","DXP Enterprises, Inc.","674542574.46","Capital Goods","Industrial Machinery/Components"
"DYAX","Dyax Corp.","294134478.66","Health Care","Biotechnology: Commercial Physical & Biological Resarch"
"BOOM","Dynamic Materials Corporation","181053617.6","Capital Goods","Industrial Specialties"
"DRCO","Dynamics Research Corporation","66407270.4","Technology","EDP Services"
"DYSL","Dynasil Corporation of America","26472582.08","Capital Goods","Industrial Machinery/Components"
"DYNT","Dynatronics Corporation","6727522.23","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus"
"DVAX","Dynavax Technologies Corporation","778634496.54","Consumer Durables","Major Pharmaceuticals"
"DVOX","DynaVox Inc.","4564151.98","Technology","EDP Services"
"ETFC","E*TRADE Financial Corporation","2448797841.85","Finance","Savings Institutions"
"EOPN","E2open, Inc.","417674384.84","Technology","Computer Software: Prepackaged Software"
"EBMT","Eagle Bancorp Montana, Inc.","40923144.05","Finance","Savings Institutions"
"EGBN","Eagle Bancorp, Inc.","381124847.4","Finance","Major Banks"
"EGLE","Eagle Bulk Shipping Inc.","48576207.68","Transportation","Marine Transportation"
"EROC","Eagle Rock Energy Partners, L.P.","1385579752.44","Energy","Oil & Gas Production"
"ELNK","EarthLink, Inc.","727356964.32","Technology","Computer Software: Programming, Data Processing"
"EWBC","East West Bancorp, Inc.","3067307624.7","Finance","Major Banks"
"EML","Eastern Company (The)","105785547.21","Capital Goods","Industrial Machinery/Components"
"EIHI","Eastern Insurance Holdings, Inc.","132977337.29","Finance","Property-Casualty Insurers"
"EVBS","Eastern Virginia Bankshares, Inc.","31319490.1151","Finance","Major Banks"
"EBAY","eBay Inc.","64394843447.87","Miscellaneous","Business Services"
"EBIX","Ebix Inc","834430919.68","Technology","EDP Services"
"ELON","Echelon Corporation","155241039.3","Technology","Computer Communications Equipment"
"ECHO","Echo Global Logistics, Inc.","401595597","Transportation","Oil Refining/Marketing"
"ECTE","Echo Therapeutics, Inc.","57765949.7","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus"
"SATS","EchoStar Corporation","2699640397.95","Technology","Radio And Television Broadcasting And Communications Equipment"
"EEI","Ecology and Environment, Inc.","50217498.24","Consumer Services","Military/Government/Technical"
"ECTY","Ecotality, Inc.","11289937.9338","Consumer Durables","Metal Fabrications"
"EDAC","Edac Technologies Corporation","68902182.83","Capital Goods","Aerospace"
"EDAP","EDAP TMS S.A.","33264377.29","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus"
"EDGW","Edgewater Technology, Inc.","42936910","Technology","Computer Software: Programming, Data Processing"
"EDMC","Education Management Corporation","392086255.05","Consumer Services","Other Consumer Services"
"EDUC","Educational Development Corporation","15773356","Consumer Durables","Consumer Specialties"
"EVAC","Edwards Group Limited","85125000","Capital Goods","Fluid Controls"
"EFUT","eFuture Information Technology Inc.","17323772.4","Technology","EDP Services"
"EGAN","eGain Communications Corporation","118420232.66","Technology","Computer Software: Prepackaged Software"
"EHTH","eHealth, Inc.","405153185.7","Finance","Specialty Insurers"
"BAGL","Einstein Noah Restaurant Group, Inc.","260000433.21","Consumer Services","Restaurants"
"EMITF","Elbit Imaging Ltd.","62214582.5","Consumer Services","Building operators"
"ESLT","Elbit Systems Ltd.","1604493950.4","Capital Goods","Military/Government/Technical"
"ESYS","Elecsys Corporation","12358790.16","Capital Goods","Industrial Machinery/Components"
"ELRC","Electro Rent Corporation","386809491.12","Technology","Diversified Commercial Services"
"ESIO","Electro Scientific Industries, Inc.","353492083.08","Energy","Industrial Machinery/Components"
"EA","Electronic Arts Inc.","4164592669.8","Technology","Computer Software: Prepackaged Software"
"EFII","Electronics for Imaging, Inc.","832187841.6012","Technology","Computer Communications Equipment"
"ELSE","Electro-Sensors, Inc.","13567648","Capital Goods","Industrial Machinery/Components"
"RDEN","Elizabeth Arden, Inc.","1306387752.96","Consumer Non-Durables","Package Goods/Cosmetics"
"ESBK","Elmira Savings Bank NY (The)","43422491.64","Finance","Major Banks"
"LONG","eLong, Inc.","190633184.28","Consumer Services","Transportation Services"
"ELOQ","Eloqua, Inc.","647157782.8","Technology","Computer Software: Prepackaged Software"
"ELTK","Eltek Ltd.","7006713.42","Technology","Electrical Products"
"EMCI","EMC Insurance Group, Inc.","282748086.02","Finance","Property-Casualty Insurers"
"EMCF","Emclaire Financial Corp","40295285.5264","Finance","Major Banks"
"EMKR","EMCORE Corporation","124456527.78","Technology","Semiconductors"
"EMMS","Emmis Communications Corporation","79893684.45","Consumer Services","Broadcasting"
"EMMSP","Emmis Communications Corporation","26106460","Consumer Services","Broadcasting"
"NYNY","Empire Resorts, Inc.","46181820.0634","Consumer Services","Restaurants"
"ECPG","Encore Capital Group Inc","696108579.66","Finance","Finance Companies"
"WIRE","Encore Wire Corporation","628366227.84","Capital Goods","Metal Fabrications"
"ENDP","Endo Health Solutions Inc.","3544170139.6","Consumer Durables","Major Pharmaceuticals"
"ECYT","Endocyte, Inc.","343642915.44","Consumer Durables","Major Pharmaceuticals"
"ELGX","Endologix, Inc.","806825758.65","Health Care","Medical/Dental Instruments"
"ERII","Energy Recovery, Inc.","153620327.3346","Technology","Industrial Machinery/Components"
"EXXI","Energy XXI (Bermuda) Limited","2710908517.85","Energy","Oil & Gas Production"
"ENOC","EnerNOC, Inc.","365180451.6","Technology","Computer Software: Programming, Data Processing"
"ENG","ENGlobal Corporation","10251841.6878","Consumer Services","Military/Government/Technical"
"ENPH","Enphase Energy, Inc.","150791860.9","Technology","Semiconductors"
"ESGR","Enstar Group Limited","1632929487.05","Finance","Property-Casualty Insurers"
"ENTG","Entegris, Inc.","1083498697.94","Consumer Non-Durables","Plastic Products"
"ETRM","EnteroMedics Inc.","136478845.52","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus"
"EBTC","Enterprise Bancorp Inc","164942265.74","Finance","Major Banks"
"EFSC","Enterprise Financial Services Corporation","239340103.99","Finance","Major Banks"
"ENMD","EntreMed, Inc.","42081344.91","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"ENTR","Entropic Communications, Inc.","487667331.12","Technology","Semiconductors"
"ENVI","Envivio, Inc.","58681418.76","Technology","Radio And Television Broadcasting And Communications Equipment"
"ENZN","Enzon Pharmaceuticals, Inc.","306806237.85","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"EONC","eOn Communications Corporation","2445601.3","Public Utilities","Telecommunications Equipment"
"EPIQ","EPIQ Systems, Inc.","441182049.56","Technology","EDP Services"
"PLUS","Eplus Inc.","290546561.2","Technology","Retail: Computer Software & Peripheral Equipment"
"EPHC","Epoch Holding Corporation","499545353.49","Finance","Investment Managers"
"EPOC","Epocrates, Inc.","237242919.8","Technology","EDP Services"
"EQIX","Equinix, Inc.","8810115048.56","Public Utilities","Telecommunications Equipment"
"EAC","Erickson Air-Crane Incorporated","72022275","Capital Goods","Aerospace"
"ERIC","Ericsson","1731451724.685","Technology","Radio And Television Broadcasting And Communications Equipment"
"ERIE","Erie Indemnity Company","2978984692.53","Finance","Specialty Insurers"
"ESBF","ESB Financial Corporation","193861690.47","Finance","Savings Institutions"
"ESCA","Escalade, Incorporated","70612576.32","Consumer Non-Durables","Recreational Products/Toys"
"ESMC","Escalon Medical Corp.","7149355.857","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus"
"ESSA","ESSA Bancorp, Inc.","120777130","Finance","Banks"
"ESSX","Essex Rental Corporation","75877477.62","n/a","n/a"
"CLWT","Euro Tech Holdings Company Limited","7800763.7877","Consumer Durables","Diversified Electronic Products"
"EEFT","Euronet Worldwide, Inc.","1000846834.9","Finance","Investment Bankers/Brokers/Service"
"ESEA","Euroseas Ltd.","51322007.7","Transportation","Marine Transportation"
"EVEP","EV Energy Partners, L.P.","2705139591.44","Energy","Oil & Gas Production"
"EVOL","Evolving Systems, Inc.","72250380.8","Technology","EDP Services"
"EXA","Exa Corporation","156888371.64","Technology","Computer Software: Prepackaged Software"
"EXAS","EXACT Sciences Corporation","626579790.72","Health Care","Biotechnology: Commercial Physical & Biological Resarch"
"EXAC","Exactech, Inc.","200904650.88","Health Care","Industrial Specialties"
"EXAR","Exar Corporation","352427446.14","Technology","Semiconductors"
"EDS","Exceed Company Ltd.","45920253.6","Finance","Business Services"
"EXEL","Exelixis, Inc.","702736945.12","Health Care","Biotechnology: Commercial Physical & Biological Resarch"
"EXFO","EXFO Inc","302483248.98","Capital Goods","Electrical Products"
"XIDE","Exide Technologies","246885748.2","Energy","Industrial Machinery/Components"
"EXLS","ExlService Holdings, Inc.","940380956.11","Miscellaneous","Business Services"
"EXPE","Expedia, Inc.","7072098232.9","Consumer Services","Transportation Services"
"EXPD","Expeditors International of Washington, Inc.","7436362124.28","Transportation","Oil Refining/Marketing"
"EXPO","Exponent, Inc.","744039676.6","Consumer Services","Professional Services"
"ESRX","Express Scripts Holding Company","50720520000","Health Care","Medical/Nursing Services"
"EXLP","Exterran Partners, L.P.","965316657.68","Public Utilities","Natural Gas Distribution"
"EXTR","Extreme Networks, Inc.","313670715.6","Technology","Computer Communications Equipment"
"EZCH","EZchip Semiconductor Limited","880220815.65","Technology","Computer Communications Equipment"
"EZPW","EZCORP, Inc.","983434223.49","Consumer Services","Other Specialty Stores"
"FFIV","F5 Networks, Inc.","7573999625.28","Technology","Computer Communications Equipment"
"FB","Facebook, Inc.","40704983868","Technology","Computer Software: Programming, Data Processing"
"FRP","FairPoint Communications, Inc.","194650262.38","Public Utilities","Telecommunications Equipment"
"FALC","FalconStor Software, Inc.","99329916.84","Technology","Computer Software: Prepackaged Software"
"DAVE","Famous Dave&#39;s of America, Inc.","65622272.44","Consumer Services","Restaurants"
"FARM","Farmer Brothers Company","153451918.84","Consumer Non-Durables","Packaged Foods"
"FFKT","Farmers Capital Bank Corporation","78707409.9","Finance","Major Banks"
"FMNB","Farmers National Banc Corp.","114624402.69","Finance","Major Banks"
"FARO","FARO Technologies, Inc.","682597890.44","Capital Goods","Industrial Machinery/Components"
"FAST","Fastenal Company","12959696808.24","Consumer Services","RETAIL: Building Materials"
"FBSS","Fauquier Bankshares, Inc.","47741467.2","Finance","Major Banks"
"FBRC","FBR & Co","145829998.18","Finance","Investment Bankers/Brokers/Service"
"FDML","Federal-Mogul Corporation","831084623.05","Capital Goods","Auto Parts:O.E.M."
"FNHC","Federated National Holding Company","48478247.6616","Finance","Property-Casualty Insurers"
"FFCO","FedFirst Financial Corporation","43483893.7416","Finance","Savings Institutions"
"FEIC","FEI Company","1909486475.45","Capital Goods","Biotechnology: Laboratory Analytical Instruments"
"FHCO","Female Health Company (The)","218150023.95","Basic Industries","Specialty Chemicals"
"FSBI","Fidelity Bancorp, Inc.","65423639.32","Finance","Major Banks"
"ONEQ","Fidelity Nasdaq Composite Index Tracking Stock","177750000","n/a","n/a"
"LION","Fidelity Southern Corporation","143541839.84","Finance","Major Banks"
"FDUS","Fidus Investment Corporation","154603144.4","n/a","n/a"
"FRGI","Fiesta Restaurant Group, Inc.","314901387.06","Consumer Services","Restaurants"
"FSC","Fifth Street Finance Corp.","963566864.6","n/a","n/a"
"FITB","Fifth Third Bancorp","13801985168.7347","Finance","Major Banks"
"FITBP","Fifth Third Bancorp","0","Finance","Major Banks"
"FNGN","Financial Engines, Inc.","1098960532.15","Finance","Investment Managers"
"FISI","Financial Institutions, Inc.","250817384.8","Finance","Major Banks"
"FNSR","Finisar Corporation","1080049446.55","Technology","Semiconductors"
"FABK","First Advantage Bancorp","56893935.25","Finance","Savings Institutions"
"FBNC","First Bancorp","181298137.08","Finance","Major Banks"
"FNLC","First Bancorp, Inc (ME)","163136633.76","Finance","Major Banks"
"BUSE","First Busey Corporation","403700870.08","Finance","Major Banks"
"FBIZ","First Business Financial Services, Inc.","63682905.44","Finance","Major Banks"
"FCAL","First California Financial Group, Inc.","194026729.52","Finance","Major Banks"
"FCVA","First Capital Bancorp, Inc. (VA)","34464389.3318","Finance","Major Banks"
"FCAP","First Capital, Inc.","60350971.67","Finance","Savings Institutions"
"FCFS","First Cash Financial Services, Inc.","1305729958.12","Consumer Services","Other Specialty Stores"
"FCZA","First Citizens Banc Corp.","44705918.6","Finance","Major Banks"
"FCNCA","First Citizens BancShares, Inc.","1711394675.28","Finance","Major Banks"
"FCLF","First Clover Leaf Financial Corp.","48864723.2","Finance","Savings Institutions"
"FCBC","First Community Bancshares, Inc.","299522469.57","Finance","Major Banks"
"FCCO","First Community Corporation","45164807.25","Finance","Major Banks"
"FBNK","First Connecticut Bancorp, Inc.","239398177.2","Finance","Banks"
"FDEF","First Defiance Financial Corp.","165972457.94","Finance","Savings Institutions"
"FFBH","First Federal Bancshares of Arkansas, Inc.","194763264.27","Finance","Savings Institutions"
"FFNM","First Federal of Northern Michigan Bancorp, Inc.","14016478.14","Finance","Major Banks"
"FFBC","First Financial Bancorp.","945403114.88","Finance","Major Banks"
"FFBCW","First Financial Bancorp.","0","Finance","Major Banks"
"FFIN","First Financial Bankshares, Inc.","1121709966.51","Finance","Major Banks"
"THFF","First Financial Corporation Indiana","393551558.79","Finance","Major Banks"
"FFCH","First Financial Holdings, Inc.","223772222.08","Finance","Savings Institutions"
"FFNW","First Financial Northwest, Inc.","151757705.76","Finance","Banks"
"FFKY","First Financial Service Corporation","12981605.28","Finance","Major Banks"
"FIBK","First Interstate BancSystem, Inc.","634165762.5","Finance","Major Banks"
"FMFC","First M & F Corporation","81081346.32","Finance","Major Banks"
"FRME","First Merchants Corporation","404547121.52","Finance","Major Banks"
"FMBI","First Midwest Bancorp, Inc.","964106446.8","Finance","Major Banks"
"FNFG","First Niagara Financial Group Inc.","2905750312.24","Finance","Major Banks"
"BANC","First PacTrust Bancorp, Inc.","136569960.51","Finance","Major Banks"
"BANCL","First PacTrust Bancorp, Inc.","0","Finance","Major Banks"
"FSFG","First Savings Financial Group, Inc.","45091592.91","Finance","Savings Institutions"
"FSGI","First Security Group, Inc.","4430855","Finance","Major Banks"
"FSLR","First Solar, Inc.","2047264713.56","Technology","Semiconductors"
"FSBK","First South Bancorp Inc","57532498.9","Finance","Major Banks"
"BICK","First Trust Exchange-Traded Fund II First Trust BICK Index Fun","45315047.7","n/a","n/a"
"CU","First Trust Exchange-Traded Fund II First Trust ISE Global Cop","45151558.26","n/a","n/a"
"PLTM","First Trust Exchange-Traded Fund II First Trust ISE Global Pla","8166027.22","n/a","n/a"
"CARZ","First Trust Exchange-Traded Fund II First Trust NASDAQ Global ","5000050","n/a","n/a"
"TDIV","First Trust Exchange-Traded Fund VI First Trust NASDAQ Technol","28655200","n/a","n/a"
"MDIV","First Trust Exchange-Traded Fund VI Multi-Asset Diversified In","40839840.8398","n/a","n/a"
"SKYY","First Trust ISE Cloud Computing Index Fund","71802537.3","n/a","n/a"
"QABA","First Trust NASDAQ ABA Community Bank Index Fund","11453675.905","n/a","n/a"
"FONE","First Trust NASDAQ CEA Smartphone Index Fund","12424545.18","n/a","n/a"
"GRID","First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ","12802556.9","n/a","n/a"
"QCLN","First Trust NASDAQ Clean Edge U.S. Liquid Series Index Fund","13759857.1998","n/a","n/a"
"QQEW","First Trust NASDAQ-100 Equal Weighted Index Fund","79348550.38","n/a","n/a"
"QQXT","First Trust NASDAQ-100 Ex-Technology Sector Index Fund","38704048.38","n/a","n/a"
"QTEC","First Trust NASDAQ-100-Technology Sector Index Fund","115385049.1","n/a","n/a"
"FUNC","First United Corporation","43580959.49","Finance","Major Banks"
"FBMI","Firstbank Corporation","87009586.95","Finance","Major Banks"
"FCFC","FirstCity Financial Corporation","85188509.79","Finance","Finance Companies"
"SVVC","Firsthand Technology Value Fund, Inc.","148626057.6","n/a","n/a"
"FMER","FirstMerit Corporation","1548320523.36","Finance","Major Banks"
"FSRV","FirstService Corporation","855079052.4","Finance","Real Estate"
"FISV","Fiserv, Inc.","10217276747.59","Technology","EDP Services"
"FSCI","Fisher Communications, Inc.","322695399.96","Consumer Services","Broadcasting"
"FIVE","Five Below, Inc.","1891179090.24","Consumer Services","Department/Specialty Retail Stores"
"FLML","Flamel Technologies S.A.","91604934.9","Consumer Durables","Major Pharmaceuticals"
"FLXS","Flexsteel Industries, Inc.","133096291.32","Consumer Durables","Home Furnishings"
"FLEX","Flextronics International Ltd.","3966371048.08","Technology","Electrical Products"
"FLIR","FLIR Systems, Inc.","2925868446.02","Capital Goods","Industrial Machinery/Components"
"FLOW","Flow International Corporation","169111257","Capital Goods","Industrial Machinery/Components"
"FLDM","Fluidigm Corporation","314118410.58","Capital Goods","Biotechnology: Laboratory Analytical Instruments"
"FFIC","Flushing Financial Corporation","484080599.8","Finance","Savings Institutions"
"FNBN","FNB United Corp.","248478271.34","Finance","Major Banks"
"FMCN","Focus Media Holding Limited","2801407828.18","Technology","Advertising"
"FONR","Fonar Corporation","32808414.193","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus"
"VIFL","Food Technology Service, Inc.","18579828.6","Miscellaneous","Business Services"
"FES","Forbes Energy Services Ltd","65265486","Energy","Oilfield Services/Equipment"
"FORM","FormFactor, Inc.","245438472.79","Technology","Semiconductors"
"FORTY","Formula Systems (1985) Ltd.","12525244.94","Technology","EDP Services"
"FORR","Forrester Research, Inc.","651467080","Consumer Services","Diversified Commercial Services"
"FTNT","Fortinet, Inc.","3120138385.317","Technology","Computer peripheral equipment"
"FWRD","Forward Air Corporation","947715232.42","Transportation","Oil Refining/Marketing"
"FORD","Forward Industries, Inc.","9807273.85","Consumer Non-Durables","Plastic Products"
"FOSL","Fossil, Inc.","5436192403.15","Consumer Non-Durables","Consumer Specialties"
"FWLT","Foster Wheeler AG.","2477727500.6","Basic Industries","Military/Government/Technical"
"FXCB","Fox Chase Bancorp, Inc.","194633279.36","Finance","Savings Institutions"
"FRAN","Francesca&#39;s Holdings Corporation","1287473260.84","Consumer Services","Clothing/Shoe/Accessory Stores"
"FELE","Franklin Electric Co., Inc.","1365030209.12","Consumer Durables","Metal Fabrications"
"FRNK","Franklin Financial Corporation","235716565.18","Finance","Savings Institutions"
"FRED","Fred&#39;s, Inc.","493600166.04","Consumer Services","Department/Specialty Retail Stores"
"FREE","FreeSeas Inc.","1875114.12","Transportation","Marine Transportation"
"RAIL","Freightcar America, Inc.","219563467.11","Capital Goods","Railroads"
"FEIM","Frequency Electronics, Inc.","73180864.72","Capital Goods","Electrical Products"
"FFN","FriendFinder Networks Inc.","25260503.58","Technology","Computer Software: Programming, Data Processing"
"FTR","Frontier Communications Corporation","4747986375","Public Utilities","Telecommunications Equipment"
"FFEX","Frozen Food Express Industries, Inc.","33446297.027","Transportation","Trucking Freight/Courier Services"
"FSBW","FS Bancorp, Inc.","35446967.5","Finance","Banks"
"FSYS","Fuel Systems Solutions, Inc.","344604589.89","Capital Goods","Auto Parts:O.E.M."
"FTEK","Fuel Tech, Inc.","86520985.2","Capital Goods","Pollution Control Equipment"
"FCEL","FuelCell Energy, Inc.","173584071.4476","Energy","Industrial Machinery/Components"
"FULL","Full Circle Capital Corporation","51673113.4088","n/a","n/a"
"FULT","Fulton Financial Corporation","1961808310","Finance","Major Banks"
"FURX","Furiex Pharmaceuticals, Inc.","183780699.95","Consumer Durables","Major Pharmaceuticals"
"FSIN","Fushi Copperweld, Inc.","356401114.08","Basic Industries","Telecommunications Equipment"
"FFHL","Fuwei Films (Holdings) Co., Ltd.","17894318.75","Capital Goods","Specialty Chemicals"
"FXEN","FX Energy, Inc.","329729590.54","Energy","Oil & Gas Production"
"GKSR","G&K Services, Inc.","589522930.8","Consumer Services","Other Consumer Services"
"WILC","G. Willi-Food International,  Ltd.","54362086.55","Consumer Non-Durables","Food Distributors"
"GAIA","Gaiam, Inc.","76757579.34","Consumer Services","Movies/Entertainment"
"GALT","Galectin Therapeutics Inc.","32904239.68","Consumer Durables","Major Pharmaceuticals"
"GALTU","Galectin Therapeutics Inc.","0","Consumer Durables","Major Pharmaceuticals"
"GALTW","Galectin Therapeutics Inc.","0","Consumer Durables","Major Pharmaceuticals"
"GALE","Galena Biopharma, Inc.","128983332.48","Consumer Durables","Major Pharmaceuticals"
"GPIC","Gaming Partners International Corporation","50265284.8","Consumer Non-Durables","Recreational Products/Toys"
"GRMN","Garmin Ltd.","7586496791.55","Capital Goods","Industrial Machinery/Components"
"GARS","Garrison Capital Inc.","0","n/a","n/a"
"GKNT","Geeknet, Inc.","115200333.95","Consumer Services","Other Specialty Stores"
"GENC","Gencor Industries Inc.","69479499.213","Capital Goods","Construction/Ag Equipment/Trucks"
"GNCMA","General Communication, Inc.","376708716","Public Utilities","Telecommunications Equipment"
"GFN","General Finance Corporation","87886257.69","Consumer Services","Other Specialty Stores"
"GFNCL","General Finance Corporation","0","Consumer Services","Other Specialty Stores"
"GFNCZ","General Finance Corporation","0","Consumer Services","Other Specialty Stores"
"GENE","Genetic Technologies Ltd","11259325.55","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"GNMK","GenMark Diagnostics, Inc.","264454440.8","Health Care","Medical/Dental Instruments"
"GHDX","Genomic Health, Inc.","1047625293.76","Health Care","Medical Specialities"
"GNTX","Gentex Corporation","2451986317.501","Capital Goods","Auto Parts:O.E.M."
"THRM","Gentherm Inc","339328950.27","Capital Goods","Auto Parts:O.E.M."
"GENT","Gentium SpA","113034172.5","Consumer Durables","Major Pharmaceuticals"
"GTIV","Gentiva Health Services, Inc.","303527946.66","Health Care","Medical/Nursing Services"
"GNVC","GenVec, Inc.","20464964.22","Consumer Durables","Major Pharmaceuticals"
"GEOY","GeoEye, Inc.","649431964","Consumer Services","Telecommunications Equipment"
"GMETP","GeoMet, Inc.","25477407.2","Energy","Oil & Gas Production"
"GTWN","Georgetown Bancorp, Inc.","22332829.98","Finance","Major Banks"
"GEOS","Geospace Technologies Corporation","424389075.6","Capital Goods","Industrial Machinery/Components"
"GABC","German American Bancorp, Inc.","274673637.75","Finance","Major Banks"
"GERN","Geron Corporation","187634264.475","Consumer Durables","Major Pharmaceuticals"
"GEVO","Gevo, Inc.","76689701.4","Basic Industries","Major Chemicals"
"ROCK","Gibraltar Industries, Inc.","386051186.78","Capital Goods","Steel/Iron Ore"
"GIGM","GigaMedia Limited","47757929.4016","Technology","Computer Software: Programming, Data Processing"
"GIGA","Giga-tronics Incorporated","8902652.19","Capital Goods","Electrical Products"
"GIII","G-III Apparel Group, LTD.","724965462.76","Consumer Non-Durables","Apparel"
"GILT","Gilat Satellite Networks Ltd.","183460927.86","Technology","Radio And Television Broadcasting And Communications Equipment"
"GILD","Gilead Sciences, Inc.","50379896881.13","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"GIVN","Given Imaging Ltd.","561327155.4","Health Care","Medical/Dental Instruments"
"GBCI","Glacier Bancorp, Inc.","1068204170.5944","Finance","Major Banks"
"GLAD","Gladstone Capital Corporation","186901424","n/a","n/a"
"GLADP","Gladstone Capital Corporation","0","n/a","n/a"
"GOOD","Gladstone Commercial Corporation","199753166.75","Consumer Services","Real Estate"
"GOODN","Gladstone Commercial Corporation","0","Consumer Services","Real Estate"
"GOODO","Gladstone Commercial Corporation","28888000","Consumer Services","Real Estate"
"GOODP","Gladstone Commercial Corporation","25750000","Consumer Services","Real Estate"
"GAIN","Gladstone Investment Corporation","164276189.52","n/a","n/a"
"GAINP","Gladstone Investment Corporation","0","n/a","n/a"
"GLCH","Gleacher & Company, Inc.","86303145.18","Finance","Investment Bankers/Brokers/Service"
"GLBZ","Glen Burnie Bancorp","30714873.75","Finance","Major Banks"
"EAGL","Global Eagle Acquisition Corp.","229068075.65","Finance","Business Services"
"EAGLU","Global Eagle Acquisition Corp.","176750000","Finance","Business Services"
"EAGLW","Global Eagle Acquisition Corp.","0","Finance","Business Services"
"GBLI","Global Indemnity plc","558306817.8","Finance","Property-Casualty Insurers"
"GLPW","Global Power Equipment Group Inc","293359836.2","Capital Goods","Metal Fabrications"
"GSOL","Global Sources Ltd.","188600027.85","Consumer Services","Advertising"
"SOCL","Global X Funds Global X Social Media Index ETF","13303500","n/a","n/a"
"QQQC","Global X NASDAQ China Technology ETF","4173030","n/a","n/a"
"GSAT","Globalstar, Inc.","163473911.9488","Consumer Services","Telecommunications Equipment"
"GAI","Global-Tech Advanced Innovations Inc.","17406002.46","Consumer Durables","Home Furnishings"
"GSM","Globe Specialty Metals Inc.","1153542308.13","Capital Goods","Metal Fabrications"
"GCOM","Globecomm Systems Inc.","250617275.34","Technology","Radio And Television Broadcasting And Communications Equipment"
"GBIM","GlobeImmune, Inc.","0","Consumer Durables","Major Pharmaceuticals"
"GLBS","Globus Maritime Limited","23637838.35","Transportation","Marine Transportation"
"GLUU","Glu Mobile Inc.","213710226.96","Technology","EDP Services"
"GLNG","Golar LNG Limited","3123790715.28","Consumer Services","Marine Transportation"
"GMLP","Golar LNG Partners LP","732671406.72","Consumer Services","Marine Transportation"
"GLDC","Golden Enterprises, Inc.","38841631.92","Consumer Non-Durables","Packaged Foods"
"GBDC","Golub Capital BDC, Inc.","402395981.12","n/a","n/a"
"GTIM","Good Times Restaurants Inc.","3734640.5586","Consumer Services","Restaurants"
"GOOG","Google Inc.","222968049969.96","Technology","Computer Software: Programming, Data Processing"
"GMAN","Gordmans Stores, Inc.","298270782.24","Consumer Services","Clothing/Shoe/Accessory Stores"
"LOPE","Grand Canyon Education, Inc.","973867454.49","Consumer Services","Other Consumer Services"
"GCFB","Granite City Food And Brewery Ltd.","18256854.842","Consumer Services","Restaurants"
"GRVY","GRAVITY Co., Ltd.","17286313.44","Miscellaneous","Business Services"
"GRMH","GrayMark Healthcare, Inc.","6820035.3","Health Care","Medical Specialities"
"GLDD","Great Lakes Dredge & Dock Corporation","415135158.22","Basic Industries","Military/Government/Technical"
"GSBC","Great Southern Bancorp, Inc.","380497422.24","Finance","Major Banks"
"GMCR","Green Mountain Coffee Roasters, Inc.","3721787239.8042","Consumer Non-Durables","Packaged Foods"
"GPRE","Green Plains Renewable Energy, Inc.","174068688.7802","Basic Industries","Major Chemicals"
